Date,SMB,HML,Mom,bond_index,equity_index,commodity_index,spx
2000-05-31,0.05,0.53,0.11,-0.0040392037009850945,-0.029899905443067865,0.09447714940942631,-0.025422233151480622
2000-06-30,1.84,-1.51,0.38,0.017220389122251323,0.029040857467101278,0.052347510067255465,0.02033832720266293
2000-07-31,0.77,-0.41,0.52,0.005697456963884573,-0.03193149410524376,-0.09802294862412075,-0.019640466081227825
2000-08-31,0.16,-0.66,1.2,0.010495435501057138,0.02750014957025182,0.14116274756216285,0.05652661010541005
2000-09-29,0.7,1.28,-0.87,0.0028915114477670034,-0.05744829081541536,-0.03158085095599095,-0.05668664981576099
2000-10-31,0.59,-1.66,0.83,0.0029847916733947155,-0.021414307728505944,-0.007009081146996832,-0.008712155465281923
2000-11-30,-0.67,1.5,1.36,0.012647321744834183,-0.0652797821014427,0.07916150531910127,-0.08343690709356721
2000-12-29,-0.21,1.45,-0.01,0.015246147216557704,0.011688292824532986,-0.04003304099776939,0.0007930063328438486
2001-01-31,0.41,0.28,0.55,0.01326740603564458,0.016675636726300347,-0.08359985093210998,0.03149724934728804
2001-02-28,0.44,0.81,1.09,0.0060862229667979495,-0.08798398003410357,-0.024521355109002663,-0.09466609553728422
2001-03-30,1.66,-0.6,0.12,0.002280081334237849,-0.069887743467268,-0.044280975661123656,-0.0667650078368599
2001-04-30,0.73,-0.51,-1.11,-0.006308273832842604,0.0699625632845482,0.05174403798133653,0.07448977625110254
2001-05-31,-0.29,-0.16,-0.55,0.00379470055495168,-0.017228073165728053,-0.03162652666471,0.0028549512691984358
2001-06-29,2.45,-0.89,-1.02,0.001727853939342383,-0.03435934912596639,-0.07064809573887842,-0.02699813538345952
2001-07-31,-0.51,0.12,0.14,0.020256509103594,-0.01606653978657624,-0.006707874855657936,-0.012808450053222176
2001-08-31,-0.39,0.29,-0.83,0.009263986867366514,-0.05155310761327425,0.00418237954658629,-0.06613929349718328
2001-09-28,0.4,0.51,-0.5,0.010455228593145183,-0.09061901408145301,-0.10599502485253764,-0.08274890413020497
2001-10-31,1.36,-0.22,-0.99,0.019576887154697742,0.017145983932468356,-0.03621260853811559,0.016693088697728786
2001-11-30,-0.2,0.29,0.22,-0.014814027033905997,0.05681945763586316,-0.03415863733083979,0.07400801480092412
2001-12-31,0.21,0.78,-0.24,-0.007286295574106094,0.004607646060019954,-0.003403482028808358,0.006625318376185296
2002-01-31,-0.59,0.23,0.34,0.00712381214153579,-0.03201463237591018,-0.0194589948089946,-0.016523140917234502
2002-02-28,-0.27,0.53,0.18,0.008773166350498851,-0.010912795255041297,0.06231172726397172,-0.021657869137457597
2002-03-29,-0.16,0.31,-0.42,-0.01766185997656422,0.04136743217703165,0.13877487990057902,0.03571018487607103
2002-04-30,0.54,0.12,0.06,0.018326268338433094,-0.036234393036528534,0.013871920427608986,-0.06240263811368052
2002-05-31,-0.16,0.22,0.6,0.007436548122789155,-0.0015117980140315623,-0.049697273423064625,-0.010124121070418934
2002-06-28,0.08,1.82,-0.18,0.007698488178613072,-0.06291940251610051,0.0427113141931148,-0.07334038564148893
2002-07-31,-2.54,0.03,0.49,0.01102925759863238,-0.08609076574551056,0.0020699886907120657,-0.0799432793419127
2002-08-30,-0.41,0.89,1.45,0.01588520586829545,-0.0009471769668119023,0.05710067219763815,0.0038934995812207607
2002-09-30,1.46,-0.42,0.17,0.01528046171231856,-0.11209382749402286,0.056176021540562004,-0.11083120455665096
2002-10-31,0.26,0.37,-0.89,-0.005512365222391069,0.07167206410402494,-0.0453644059903513,0.08536126045649417
2002-11-29,-0.66,0.52,-0.46,-0.0009133752400044548,0.05177087588786922,-0.0002879492665502914,0.056352113896086964
2002-12-31,0.03,0.61,-0.78,0.019954109737450487,-0.050190073210850006,0.0803847370551416,-0.06098117102730649
2003-01-31,-0.3,0.26,0.8,0.00017729374193131697,-0.03193478478957057,0.07708389441738728,-0.028072909258033074
2003-02-28,-0.69,0.21,-0.47,0.013218486403908658,-0.01967956171116425,0.09844681005841638,-0.017603850074434657
2003-03-31,0.75,0.44,0.82,-0.0014241362466194118,-0.006269187860703518,-0.16673062795494753,0.007698232545176653
2003-04-30,0.76,0.28,-0.35,0.007591830646422881,0.08564149877095195,-0.07225315469876858,0.08033899560867774
2003-05-30,0.24,0.07,-0.44,0.018016787469520068,0.05385096456658367,0.09024070994641198,0.05025154303305146
2003-06-30,-0.12,0.42,-0.03,-0.002513760647061325,0.0151097553452193,-0.009191839289176884,0.010786723447214097
2003-07-31,0.26,0.4,-0.29,-0.03414438511935969,0.018607038278273702,-0.0007418545833719481,0.01567273173315087
2003-08-29,-0.31,0.34,0.12,0.0060870152806566935,0.019198078043255906,0.039329320705580484,0.0173151066539583
2003-09-30,-0.05,0.15,-0.78,0.025914663523775694,0.004200325926639881,-0.04104210057457647,-0.01248045417827992
2003-10-31,-0.54,-0.09,-0.58,-0.009879779582930293,0.05772609246060134,0.02457140698368865,0.05434770958697355
2003-11-28,0.27,-0.15,0.59,0.0019320702960743397,0.013305527911037895,0.030164692637870694,0.006637309943965164
2003-12-31,-1.39,0.03,-0.16,0.009631997617552512,0.061184809604853285,0.05939748830357883,0.050200149010559025
2004-01-30,0.3,0.38,0.59,0.0075557071349710014,0.014892933982797674,-0.002233023392879896,0.016782562311469018
2004-02-27,0.19,0.36,0.31,0.010336621319910533,0.015032137489307429,0.07087452341548106,0.01172086938519179
2004-03-31,0.13,0.17,-0.07,0.006892497299747058,-0.009467599545778804,0.011842899132225027,-0.016941934879159848
2004-04-30,-0.83,-0.02,-0.57,-0.026548205192195917,-0.02274583868988367,0.02563375519841271,-0.017327260507562503
2004-05-31,-0.02,0.1,0.11,-0.004592363210899508,0.006137496045530044,0.04052330160245954,0.011517315322136845
2004-06-30,0.11,0.3,0.47,0.004924252236812032,0.01829478101514881,-0.05064497596055306,0.0172531983519697
2004-07-30,0.21,-0.32,0.54,0.009136091240375732,-0.03420850793171637,0.07293964789349427,-0.035034184526087864
2004-08-31,0.04,0.14,0.71,0.018165485573105045,0.001675028432285952,-0.039504743970445344,0.001391975406661139
2004-09-30,0.1,0.52,0.99,0.0017531176853951003,0.01668564835571873,0.1414633053579557,0.0083974045718056
2004-10-29,-0.53,0.25,0.24,0.007405626589175984,0.022664204175463887,0.0507957631921947,0.012982399818504131
2004-11-30,0.17,0.11,0.61,-0.009111535671267545,0.04961576331441542,-0.037042599841974666,0.03735029865465722
2004-12-31,-0.01,0.2,0.04,0.007855019136131958,0.03581211715241284,-0.09474594894608213,0.031082411043406255
2005-01-31,0.78,0.16,0.7,0.004982731223109216,-0.024405077703554934,0.06631792056636421,-0.026548480186018852
2005-02-28,0.27,0.04,0.19,-0.007232113047897393,0.028622167100828877,0.07208985089825792,0.017543064753695825
2005-03-31,-0.05,0.64,0.87,-0.006800845565073321,-0.023401842254625493,0.07623735998680914,-0.02076019044406363
2005-04-29,-0.4,-0.04,0.07,0.011892393752255037,-0.025506991874784557,-0.07953702748791414,-0.021698219133688523
2005-05-31,0.47,0.28,0.53,0.009149308435001391,0.013407048751161055,0.001742679742299913,0.028252425260605563
2005-06-30,0.2,0.27,0.28,0.003626120423007251,0.005297584968397384,0.06822302319468898,-0.0019598271989210714
2005-07-29,0.23,0.11,0.23,-0.010876133657804488,0.03231723702463851,0.05659535445087238,0.03411889907012888
2005-08-31,0.72,-0.06,0.92,0.010590883464115741,0.003383348383328544,0.15456242778263385,-0.013400131516612457
2005-09-30,0.32,-0.17,0.16,-0.012277537488119439,0.022550740828992,0.007463688334979457,0.004939755780027477
2005-10-31,0.8,0.04,0.32,-0.009957365505940619,-0.026960853043657695,-0.10137168813612707,-0.019861416700878043
2005-11-30,1.14,-0.15,0.23,0.0022488823728070706,0.02898331835369916,-0.01871454782037907,0.03283710056215017
2005-12-30,-0.22,0.26,-0.04,0.007209519436983447,0.01840145957241268,0.03565984244513998,-0.003227743249982762
2006-01-31,0.61,-0.03,0.23,-0.002307207420459867,0.04136751123242677,0.048935801073801244,0.023045912441164385
2006-02-28,-0.21,0.06,-0.37,0.0009562291457538841,-0.005336125851864604,-0.08600651897818479,-0.0019038287782007224
2006-03-31,0.69,-0.05,0.09,-0.012686530275930252,0.01661030889599746,0.06102004970468,0.008133033480324459
2006-04-28,0.14,0.52,-0.25,-0.004255384282187524,0.026050270032022427,0.07030163469655304,0.009711999264565563
2006-05-31,0.36,0.37,0.81,-0.003962264943001115,-0.040151615829292275,-0.0033853290770985422,-0.03372966105037012
2006-06-30,1.13,0.13,0.58,-0.0008326757927352713,-0.004696302661220675,0.018320089786795002,-0.0028602866517527525
2006-07-31,0.26,-0.1,0.68,0.010718881249165868,0.0026094015892328404,0.025161487702761054,0.002304835408238226
2006-08-31,0.0,0.23,0.13,0.01206701010446598,0.020571746616516284,-0.0679827782740553,0.0180147331694529
2006-09-29,-0.63,0.25,0.07,0.006069780696380533,0.007813309398955859,-0.0836543628094949,0.021811678288899072
2006-10-31,-0.34,-0.11,0.02,0.0037059020270486798,0.03295670961681041,-0.00029810367626648127,0.028391499299219802
2006-11-30,0.13,0.21,-0.3,0.008661271162511142,0.01954589202394641,0.07708722438250604,0.013513200732294894
2006-12-29,-0.27,-0.03,-0.1,-0.008502533198787354,0.016620443581039535,-0.0672695089803027,0.009869048515148249
2007-01-31,-0.42,0.02,-0.13,-0.003334537130043169,0.007987684991528576,-0.017709126876623738,0.01123406090070267
2007-02-28,-0.51,0.36,0.5,0.012705906337061146,-0.009324298103245088,0.046994410228842876,-0.024465843155633826
2007-03-30,0.27,-0.05,0.11,-0.0030126033946689112,0.012838779166228331,0.04058449886180182,0.006907817374554259
2007-04-30,-0.92,0.03,0.02,0.002654441275302011,0.03908005036702322,0.010803994827794483,0.040454901856219694
2007-05-31,0.35,-0.3,-0.22,-0.01046633305330602,0.02160977238002504,-0.010929029848089189,0.029549975979493714
2007-06-29,-0.35,0.11,0.41,-0.005663969782914502,-0.01166443258585137,0.0364995978798639,-0.02048378388089378
2007-07-31,0.32,-0.03,0.19,0.005482177700214974,-0.025717342483045136,0.05178183160284666,-0.034732264169752836
2007-08-31,0.05,-0.07,0.21,0.009520726311081695,-0.0053932462611488985,-0.042598138472985325,0.010125169864769301
2007-09-28,-0.54,0.03,-0.11,0.005503934658481313,0.0438250249482921,0.10035236070484932,0.033656284022035354
2007-10-31,0.04,-0.12,0.67,0.0065629497518711055,0.02727507380790195,0.09462940926594476,0.012278792527754323
2007-11-30,-0.62,0.86,-1.43,0.01612229854239078,-0.04436843736964169,-0.037432133146881985,-0.045881794783212304
2007-12-31,0.02,0.41,-0.79,0.001144256050521486,-0.01547078018551018,0.05393062208462851,-0.010274909147874767
2008-01-31,0.83,0.46,-1.69,0.01516891583166835,-0.07871382506329883,-0.004535019901973691,-0.06267525226745663
2008-02-29,0.12,-0.17,1.03,0.00020927392125069666,-0.008586427876767666,0.11605375791079564,-0.03589905616427391
2008-03-31,0.03,0.59,-0.88,0.002728706941277581,-0.013164494640105717,-0.016652610060328477,-0.006636896595821451
2008-04-30,-0.12,0.09,0.82,-0.002868540299052813,0.04898773672100121,0.07713027589229982,0.04673085849569758
2008-05-30,0.26,0.0,0.45,-0.008339749141909825,0.010017705274508293,0.08975808287113218,0.009649827161304803
2008-06-30,-1.22,0.31,1.91,-0.0018801225026795487,-0.08200026016196083,0.09559690303627844,-0.08694709493227204
2008-07-31,0.62,0.36,-0.94,-0.0017957096042378051,-0.02627492875527293,-0.11968256764441654,-0.010831157768665722
2008-08-29,0.23,0.64,-0.47,0.008485415888517922,-0.01696124973690394,-0.0693915148439721,0.011182610932438886
2008-09-30,-3.68,2.88,-2.67,-0.014040749304248923,-0.12135804490289348,-0.12187498646835859,-0.09135486475240462
2008-10-31,2.26,1.97,-0.41,-0.02397793740010057,-0.1907623412441568,-0.2779525856999405,-0.16974992851160464
2008-11-28,-0.66,1.91,-2.42,0.03246442466387478,-0.06728235863325227,-0.13093908322020165,-0.07493732355814098
2008-12-31,1.53,0.75,-1.84,0.03730259562816807,0.03056677354619297,-0.10651732394636726,0.007815176838003923
2009-01-30,0.22,-1.22,1.82,-0.008883989896108724,-0.08851672782697007,-0.0368269179725057,-0.08571354690443722
2009-02-27,1.8,-2.13,2.31,-0.00392161089052212,-0.10501239909436522,-4.122774980441779e-05,-0.1100635028978878
2009-03-31,-0.56,1.55,-1.6,0.013780470481569607,0.07226953106227008,0.06615083845543168,0.08527556117691959
2009-04-30,-0.43,-0.64,-2.58,0.004696890270289522,0.10894093336250554,0.020339561118837723,0.0938340134530975
2009-05-29,0.55,-0.2,-0.62,0.007162884376638923,0.08609941113854225,0.21092127793491766,0.052986917391275146
2009-06-30,0.25,-0.18,0.03,0.005589484644363152,-0.0062311579693683505,0.016069698308053493,9.809291475781912e-05
2009-07-31,-0.16,1.27,-1.23,0.016023864114014907,0.08359228893653059,0.015864950155145552,0.07403018534193428
2009-08-31,-0.47,-0.63,0.83,0.010261372247634792,0.03900471854000931,-0.008005792636286868,0.033465120428358475
2009-09-30,-0.55,-0.63,0.63,0.01044022674706313,0.03804747205355086,0.019683065648594233,0.03565743118412423
2009-10-30,-0.08,-1.87,-0.23,0.004901208033986748,-0.018502431538670927,0.07356173313389092,-0.019799089403964687
2009-11-30,-0.39,0.75,-0.18,0.012927847341773546,0.03870641308242373,0.03171393941142875,0.057342816667505625
2009-12-31,-0.2,0.32,0.05,-0.015654303786825863,0.01691159696347766,0.02347921375218265,0.017746944687286215
2010-01-29,-0.04,-0.44,-1.23,0.015249723159200812,-0.041902884715696254,-0.0733639955313905,-0.03699911383261678
2010-02-26,-0.55,0.39,0.41,0.0036849761128554537,0.01228325264495922,0.0644110992638336,0.028463188618462976
2010-03-31,-0.49,0.16,-0.14,-0.0013169140498342502,0.05918314693726967,0.02440437751555402,0.05870395610554047
2010-04-30,-0.96,-0.92,-1.11,0.010318108633453837,-0.0017314139608761714,0.03722512014915602,0.014671808367435757
2010-05-31,0.05,-0.64,-0.33,0.008328258588823356,-0.09916333481601847,-0.11235405721608838,-0.0820512647988858
2010-06-30,0.04,-0.36,-0.37,0.015614265802170513,-0.03570027066847248,0.014239031596541718,-0.05394525697312336
2010-07-30,0.04,-0.21,0.17,0.01058316147798366,0.08010024486410083,0.05974986940966942,0.0686874436474596
2010-08-31,-0.26,0.76,0.48,0.012780505367913086,-0.039315321101935585,-0.04895021118080434,-0.04753121296332108
2010-09-30,0.04,0.29,-0.54,0.000985174718336923,0.09104422245633037,0.0938744092381465,0.08746395031532628
2010-10-29,0.32,-0.1,0.14,0.003492060984385592,0.036425727640323924,0.03306489940616264,0.036782015107485355
2010-11-30,-0.21,-0.03,0.08,-0.0058170617102617506,-0.02353297713255398,0.02062469231361752,-0.00236359082097759
2010-12-31,-0.64,0.23,-0.15,-0.010859302435731188,0.07239511678861099,0.0971537561765401,0.06521893518486976
2011-01-31,0.0,-0.27,0.63,0.0010859074847284766,0.021798079439080187,0.03700795088556608,0.022566053531714925
2011-02-28,-0.44,0.27,-0.23,0.002437525815743191,0.033240030144987776,0.054233671415302886,0.031890857871325506
2011-03-31,0.58,-0.32,0.22,0.0004960994000482444,-0.012425758826972944,0.050280683179656505,-0.0011036078598094523
2011-04-29,0.21,-0.05,0.66,0.0126669485409181,0.040190204387140493,0.04568680870932784,0.02846797398910028
2011-05-31,0.42,-0.05,0.25,0.013033244670910937,-0.024509285022549787,-0.06793784892754517,-0.013517371489168428
2011-06-30,0.18,-0.24,0.4,-0.002943420724795698,-0.01731198672174461,-0.054324135528130535,-0.018272990606773454
2011-07-29,0.23,0.12,0.12,0.01585333846710779,-0.018892645469920977,0.025748930518612045,-0.021488660317208974
2011-08-31,-0.74,0.26,-0.34,0.014603620053074806,-0.07261411659464423,-0.016607098617368643,-0.056797069277979007
2011-09-30,-0.17,-0.08,0.69,0.007271098808921739,-0.08847636902743816,-0.12404341958491916,-0.07176527969734392
2011-10-31,0.05,-0.79,2.23,0.0010702609927590867,0.10256247912230188,0.09636796267916758,0.10771860249962995
2011-11-30,1.04,1.07,-1.88,-0.0008697810559992192,-0.026865313469996766,0.015536309098325374,-0.005060873726145831
2011-12-30,-0.07,-0.15,-0.66,0.010991254884934909,-0.0016962136376098558,-0.019921509399327686,0.008533176039751345
2012-01-31,-0.06,0.03,0.24,0.008766094602696395,0.049282520059684254,0.02442715730428424,0.043567907276555795
2012-02-29,-1.03,0.22,0.68,-0.0002753235001581311,0.04655374017739655,0.06476406250798483,0.04054199564305527
2012-03-30,-0.7,-0.06,-0.16,-0.005524268606091676,0.010187447595956911,-0.02106148424115717,0.031285760305964416
2012-04-30,-0.6,0.09,-0.24,0.011042253537947078,-0.01377780766567871,-0.0056078959266409045,-0.007538977515778478
2012-05-31,0.15,0.56,0.2,0.008998676454982313,-0.08996264570277579,-0.12951725497933553,-0.06269688971701981
2012-06-29,0.39,-0.71,-1.16,0.0003458651744869812,0.04927067840976029,0.0053863207245468114,0.03950705303889657
2012-07-31,0.0,0.27,-0.06,0.013742446153874655,0.011964439211787248,0.060635027459929214,0.012547013240213678
2012-08-31,-0.07,0.01,-0.44,0.0005956100915065488,0.022842598260898184,0.06160832548640327,0.01970457699728012
2012-09-28,-0.31,-0.23,-0.08,0.0013253049326145128,0.02518776779416032,-0.013837813871106719,0.024183756875392204
2012-10-31,0.52,0.33,-0.16,0.0019106103029002952,-0.007671019232617704,-0.04210336370732659,-0.019844090028968808
2012-11-30,-0.14,0.28,0.07,0.0015307967436444248,0.010680915599382779,0.019258043144861237,0.002796912252836403
2012-12-31,0.42,-0.06,0.24,-0.0014563638728127826,0.01745713168296903,-0.0053637981305902915,0.0070355923691085565
2013-01-31,0.68,0.21,-0.36,-0.007031575123226053,0.0499909704188668,0.04447357041883793,0.05038860993891903
2013-02-28,0.09,-0.16,0.31,0.004965001892291987,-0.00025606378686160447,-0.04025508054751337,0.011013004463472198
2013-03-29,-0.27,-0.28,0.5,0.0007544145984568207,0.0208257487518293,0.010502596663822805,0.035942128752490365
2013-04-30,0.38,-0.06,-0.78,0.01008529564546734,0.028986397387065432,-0.04676323724664089,0.01805214309981573
2013-05-31,0.51,-0.25,-0.26,-0.017862596489634397,-0.0028739178781020946,-0.014396723955871327,0.020741396980293203
2013-06-28,0.32,-0.11,-0.41,-0.015490996270913993,-0.026096823226373522,-0.006780211340004283,-0.015021779939688784
2013-07-31,0.17,0.1,0.62,0.0013523107784245703,0.05185447059804971,0.04470747387256435,0.04944656015653326
2013-08-30,-1.14,-0.21,-0.45,-0.005132787369388159,-0.02334446063020701,0.02880969498162611,-0.031318645458377814
2013-09-30,0.51,0.05,0.26,0.009461020565850298,0.0481552474726088,-0.037523707777798676,0.029743476701045157
2013-10-31,-0.09,-0.42,0.37,0.008063557429764945,0.03832008243905127,-0.0156383619593512,0.04457201855852433
2013-11-29,0.29,-0.16,-0.2,-0.003775192225649704,0.01591180571094375,-0.003899365837259472,0.028016087761357777
2013-12-31,-0.17,0.04,0.06,-0.0056847109830922005,0.02001388345715749,0.019589009840913718,0.023528332323302203
2014-01-31,-0.05,-0.41,0.11,0.014753694761850289,-0.0377157399559761,-0.015884161609928893,-0.03560356986276847
2014-02-28,-0.7,0.82,-0.29,0.005295024849309327,0.04811076053600605,0.043992310813233404,0.04309436880540929
2014-03-31,0.99,-0.15,0.68,-0.001727954637673501,-0.000937916100613001,-0.0012367414153234835,0.0069072734634070265
2014-04-30,0.22,-0.01,0.54,0.008425927526781285,0.00827303469891505,0.005619031411448594,0.006188231916497866
2014-05-30,-0.67,0.26,-0.02,0.01137169747243405,0.016243909020980718,-0.004425138564338571,0.021016547878096148
2014-06-30,0.26,0.19,0.12,0.0005027434812134857,0.016450499859840706,0.013747274068165227,0.019044033879092925
2014-07-31,-0.2,0.45,-0.68,-0.0025183774288853877,-0.01668451025387563,-0.05599414320281604,-0.015090129276378317
2014-08-29,0.28,0.1,0.05,0.01102691797291011,0.020018328216461656,-0.017360319741806296,0.037642526445575086
2014-09-30,-1.0,0.14,-0.16,-0.006796864158476801,-0.028760234466843504,-0.05995460124621532,-0.015520687957888968
2014-10-31,0.29,0.2,-0.04,0.009823689809735248,0.005693722431804105,-0.06043017157557318,0.023195633196861243
2014-11-28,-0.91,-1.02,1.23,0.00709105111455921,0.018383162758539795,-0.10652968729631418,0.024527893972962955
2014-12-31,0.49,-0.38,-0.48,0.0009266320937713068,-0.017157498819749373,-0.13273605338787653,-0.004197494799601076
2015-01-30,-0.77,0.04,-2.64,0.020958986827961823,-0.01880264265378573,-0.06802757590133068,-0.0310489312089951
2015-02-27,-0.21,0.21,-0.21,-0.00940680833970109,0.05681543831202562,0.08098330190400782,0.05488680244877786
2015-03-31,0.42,0.36,-0.23,0.004632440468079535,-0.01808754685661018,-0.0583904791108113,-0.017405471168836173
2015-04-30,-1.07,0.75,-1.15,-0.003595131718823419,0.021585611646131264,0.12336425297939879,0.00851335208126458
2015-05-29,0.03,0.07,0.12,-0.0024126305923590774,0.00050766902604793,-0.014571297626283175,0.010487651146592558
2015-06-30,0.32,-0.66,0.69,-0.010908016390689612,-0.024563081564604516,0.0036382850747604945,-0.021014781450558684
2015-07-31,0.82,-1.02,1.25,0.006939512961327443,0.017265769249875662,-0.14139865575520716,0.019728545610145476
2015-08-31,0.76,1.41,-1.8,-0.001469895550991085,-0.0680915636858036,0.006479001380027549,-0.06261066824114936
2015-09-30,-0.42,-0.49,0.36,0.006758103151403461,-0.03860409490792893,-0.05648765958124491,-0.02644850252207831
2015-10-30,0.22,-0.54,-1.05,0.00016650734272594114,0.07830568116342307,0.011426030036866264,0.08297884089137963
2015-11-30,0.14,0.68,-0.67,-0.002697888471338228,-0.006745355169194167,-0.07515335230433051,0.0004469812206215895
2015-12-31,-0.24,0.23,-0.97,-0.0033541760950465127,-0.018782825618189447,-0.07299142428743399,-0.017652254389327382
2016-01-29,0.46,0.39,-1.2,0.013628875363470128,-0.060636958074154035,-0.0353691052987678,-0.0508566758832969
2016-02-29,0.66,0.26,-0.8,0.0069291532734518935,-0.00977989016611791,0.009684074261663955,-0.0042931449779087805
2016-03-31,0.44,-0.48,-1.1,0.009000184020991675,0.06505895738087597,0.06499273526381888,0.06580996774760406
2016-04-29,-0.15,0.42,0.67,0.003713349081021722,0.013632109973184203,0.11422610931434951,0.002571693026575339
2016-05-31,0.51,-0.37,-0.63,0.000104860004503049,0.0021203616803535663,0.029085496340024886,0.015176128219566154
2016-06-30,0.35,0.45,0.7,0.017808935451742336,-0.01292138414430477,0.008163767021810875,0.0007498030703985137
2016-07-29,-0.01,0.03,0.15,0.006164497007566494,0.04129990597611277,-0.09274773696830241,0.03544748740678627
2016-08-31,-0.39,0.13,0.25,-0.0013230019485522826,-0.0014995074906710704,0.025779683863178526,-0.0014003038049360539
2016-09-30,0.36,0.35,-0.33,-0.0007496004791062161,0.0034062900506102167,0.04653762278631102,-0.0013952332705300385
